+------+--------+----------------------------+-----------+----------------+
| NO.  |  Code  |            Name            |    Area   | Green Coverage |
| 7261 | 64654  |         拓峰科技园         |     --    |       --       |
| 7262 | 194196 |          江南丽景          |     --    |       --       |
| 7263 | 280161 |        黄龙万科中心        |     --    |       --       |
| 7264 | 47534  |          高仕坊巷          |     --    |      20%       |
| 7265 | 115440 |           江汉路           |     --    |       --       |
| 7266 | 189031 |           云峰村           |     --    |      30%       |
| 7267 | 251363 |   中国杭州智慧信息产业园   |     --    |       --       |
| 7268 | 282128 |           运河郡           |     --    |      25%       |
| 7269 | 215480 |          智慧E谷           |     --    |       --       |
| 7270 | 145495 |         金隅smart          |     --    |      30%       |
| 7271 | 185350 |         兴耀科技园         |     --    |       --       |
| 7272 | 10708  |         娑婆桥社区         |     --    |       --       |
| 7273 | 48562  |       南苑街道万常村       |     --    |       --       |
| 7281 | 43894  |      太湖源头度假公寓      |     --    |       --       |
| 7282 | 189957 |        升华悦晟中心        |     --    |      20%       |
| 7283 | 60759  |      余杭镇直街235号       |     --    |       --       |
| 7284 | 60770  |        留和路506号         |     --    |       --       |
| 7285 | 185358 |           汇智地           |     --    |       --       |
| 7286 | 186169 |        骆驼桥东河下        |     --    |       --       |
| 7287 | 114885 |      华峰国际商务大厦      |    8078   |      15%       |
| 7288 | 55465  |          锦福新村          |     --    |      30%       |
| 7289 | 185764 |       星雅嘉园逸品苑       |   40000   |      33%       |
| 7290 | 114045 |            浦园            |   31946   |      30%       |
| 7291 | 188127 |          龙章大厦          |     --    |       --       |
| 7292 | 192744 |      省高院华星路宿舍      |   21300   |      27%       |
| 7293 | 258835 |          首开望宸          |     --    |      30%       |
| 7294 | 271166 |          环桥花苑          |     --    |       --       |
| 7295 | 183806 |       多蓝水岸银沙苑       |  1596826  |      30%       |
| 7296 | 201464 |         闲林工业园         |     --    |       --       |
| 7297 | 255415 |        绿地华家池印        |     --    |       --       |
| 7298 | 47977  |          北山社区          |     --    |       --       |
| 7299 | 168192 |          东和新区          |     --    |      25%       |
| 7307 | 185787 |           新浦苑           |     --    |      30%       |
| 7308 | 60734  |           文滨路           |     --    |       --       |
| 7309 | 68664  |          瑞麒佳苑          |    5000   |      35%       |
| 7310 | 131434 |           跑马场           |     --    |       --       |
| 7311 | 115047 |     东方铭楼金融BLOCK      |   13188   |      35%       |
| 7312 | 142524 |         卓能河畔轩         |   38983   |       --       |
| 7313 | 30366  |          南方公寓          |     --    |      10%       |
| 7314 | 206896 |        远方科技中心        |     --    |       --       |
| 7315 | 218359 |         复地壹中心         |     --    |       --       |
| 7316 | 157644 |        碧桂园滨湖城        |   62800   |      35%       |
| 7317 | 175065 |        顺发富春峰景        |   49936   |      32%       |
| 7318 | 194381 |          昆盛肖邦          |     --    |      30%       |
| 7319 | 110254 |           萧绍路           |     --    |       --       |
| 7320 | 115903 |        钱王大街小区        |     --    |      10%       |
| 7321 | 220658 |          中南幕墙          |     --    |       --       |
| 7322 | 128900 |          蕙沣大厦          |    8600   |       --       |
| 7323 | 175794 |          博科大厦          |     --    |       --       |
| 7324 | 196187 |        桂花城紫桂苑        |     --    |      68%       |
| 7325 | 159383 |         马塍路15号         |     --    |       --       |
| 7333 | 61784  |          嘉福广场          |     --    |       --       |
| 7334 | 153348 |          铁道大厦          |     --    |       --       |
| 7335 | 196974 |          东城大厦          |     --    |      30%       |
| 7336 | 221230 |          渡口大厦          |     --    |       --       |
| 7337 | 114895 |    银沙国际精品博览中心    |     --    |       --       |
| 7338 | 137061 |         华立科技园         |     --    |       --       |
| 7339 | 173843 |          金通国际          |     --    |       --       |
| 7340 | 48843  |           大清里           |     --    |       --       |
| 7341 | 51063  |         瓶窑钟家村         |     --    |       --       |
| 7342 | 202829 |          滨科大厦          |     --    |       --       |
| 7343 | 213331 |          东海橙对          |   11018   |      30.%      |
| 7344 | 22165  |        黎明花苑二区        |     --    |      40%       |
| 7345 | 58538  |          富盛公寓          |     --    |      15%       |
| 7346 | 186139 |       保安桥直街小区       |   16923   |      29%       |
| 7347 | 211268 |          中粮天悦          |     --    |      30%       |
| 7348 | 290335 |        衙前万诚凰庭        |   48274   |      30%       |
| 7349 | 60523  |          金兰花园          |     --    |       --       |
| 7350 | 60731  |         洑家弄3号          |     --    |       --       |
| 7351 | 148096 |        国泰科技大厦        |   10000   |       --       |
| 7359 | 60523  |          金兰花园          |     --    |       --       |
| 7360 | 60731  |         洑家弄3号          |     --    |       --       |
| 7361 | 50547  |           绕城村           |     --    |      30%       |
| 7362 | 185502 |       尚坤生态创意园       |     --    |       --       |
| 7363 | 218763 |          江南雅居          |     --    |      40%       |
| 7364 | 148096 |        国泰科技大厦        |   10000   |       --       |
| 7365 | 247037 |        君尚国际广场        |     --    |       --       |
| 7366 | 253555 |         九龙仓珑玺         |   18450   |      30%       |
| 7367 | 155312 |          京奥名座          |     --    |       --       |
| 7368 | 205433 |      vcc创业投资中心       |     --    |       --       |
| 7369 | 248764 |          中央公园          |     --    |      35%       |
| 7370 | 172773 |           小庙巷           |     --    |      10%       |
| 7371 | 201658 |      上塘河198文创园       |     --    |       --       |
| 7372 | 217186 |         金色大唐城         |   2.8万   |      25%       |
| 7373 | 193721 |        体育场路99号        |     --    |       --       |
| 7374 | 233573 |          西溪庭院          |     --    |      35%       |
| 7375 | 121554 |          绿都花园          |   90909   |      35%       |
| 7376 | 218775 |        金手指创意园        |     --    |       --       |
| 7377 | 200094 |       杭州绿岸科创园       |     --    |       --       |
| 7385 | 143405 |          云旗西溪          |     --    |       --       |
| 7386 | 237266 |           新文村           |     --    |       --       |
| 7387 | 283627 |          海德公园          |     --    |      30%       |
| 7388 | 184959 |          西兴小区          |   10000   |      22%       |
| 7389 | 198135 |          万顺国际          |     --    |      20.3      |
| 7390 | 130739 |        凯旋路188号         |     --    |       --       |
| 7391 | 216507 |       红五月嘉苑一区       |     --    |      40%       |
| 7392 | 220067 |       运河广告产业园       |     --    |       --       |
| 7393 | 142824 |         欧本科技园         |     --    |       --       |
| 7394 | 52691  |          大都尚澜          |  16656.01 |     31.89%     |
| 7395 | 123617 |          东河时代          |    9295   |     20.5%      |
| 7396 | 205274 |           欢乐巷           |     --    |       --       |
| 7397 | 60725  |       虫八蜡子巷2号        |     --    |       --       |
| 7398 | 104382 |           燕子里           |     --    |      20%       |
| 7399 | 114800 |        彩霞岭五圣堂        |     --    |      30%       |
